cod_orgao_julg;Atuacao_Vara
17362;Geral
17364;Criminal
18315;Cível
21759;Cível
21898;Cível
21899;Criminal
21900;Criminal
21901;Cível
21902;Cível
21903;Geral
21904;Criminal
21905;Cível
21906;Cível
21907;Cível
21909;Geral
21910;Cível
21911;Cível
21912;Geral
21913;Cível
21914;Cível
21916;Cível
4513;Cível
5365;Cível
5368;Cível
5369;Cível
5370;Cível
5371;Cível
5375;Cível
5377;Cível
5391;Cível
5392;Cível
5395;Cível
5546;Cível
5549;Cível
5552;Cível
5556;Cível
5559;Cível
5565;Criminal
5567;Criminal
5569;Criminal
5575;Criminal
5580;Criminal
5586;Criminal
5599;Geral
5606;Geral
5609;Geral
5635;Geral
5644;Fazenda
5646;Fazenda
5648;Fazenda
5651;Fazenda
5656;Fazenda
5659;Fazenda
5660;Execução Fiscal
5664;Execução Fiscal
5674;Cível
5679;Cível
5684;Cível
5685;Cível
5688;Cível
6006;Cível
6007;Geral
6009;Criminal
6010;Criminal
6011;Criminal
6013;Criminal
6014;Geral
6015;Geral
6017;Geral
6029;Geral
6040;Cível
6042;Geral
6043;Cível
6044;Geral
6047;Geral
6048;Trabalho
6051;Criminal
6052;Cível
6054;Execução Fiscal
6055;Execução Fiscal
6057;Cível
6059;Criminal
6060;Criminal
6062;Geral
6070;Geral
6109;Geral
6110;Geral
6113;Geral
6114;Geral
6118;Geral
6119;Geral
6126;Geral
6130;Cível
6131;Criminal
6134;Geral
6136;Geral
6137;Geral
6139;Geral
6140;Criminal
6141;Geral
6142;Geral
6143;Geral
6146;Geral
6148;Geral
6149;Cível
6152;Criminal
6153;Criminal
6156;Criminal
6158;Criminal
6161;Geral
6163;Geral
6168;Cível
6169;Cível
6807;Geral
6808;Geral
6809;Geral
6813;Geral
6816;Geral
6820;Geral
6875;Criminal
6878;Cível
6883;Criminal
6884;Cível
6885;Geral
6890;Geral
6901;Geral
6903;Geral
6976;Geral
6984;Geral
7152;Criminal
7162;Criminal
72357;Geral
7331;Geral
7339;Geral
7342;Cível
7352;Criminal
7354;Geral
7356;Geral
7360;Geral
7374;Cível
7382;Cível
7391;Cível
7392;Cível
7401;Cível
7402;Criminal
7407;Criminal
7409;Criminal
7413;Criminal
7419;Criminal
7432;Geral
7436;Geral
7439;Familia
7445;Geral
7448;Fazenda
7453;Fazenda
7456;Fazenda
7464;Cível
7467;Cível
74670;Cível
7469;Criminal
7498;Geral
7509;Geral
7515;Geral
7526;Geral
7534;Geral
7543;Geral
7550;Geral
7558;Geral
7564;Geral
7569;Geral
7756;Cível
8880;Criminal
10945;Criminal
13240;Geral
13386;Criminal
13387;Criminal
13559;Criminal
13562;Geral
16313;Cível
16314;Cível
16428;Criminal
16445;Geral
16590;Criminal
16645;Cível
16913;Criminal
17369;Cível
17371;Cível
17372;Cível
17374;Cível
17383;Fazenda
17384;Cível
17385;Cível
17387;Cível
17388;Cível
17389;Cível
17390;Cível
17391;Cível
17392;Juizados Cíveis
17393;Cível
17396;Cível
17397;Cível
17401;Cível
17405;Cível
17407;Cível
17408;Cível
17410;Cível
17411;Cível
17848;Fazenda
17851;Geral
17981;Geral
17982;Geral
17995;Fazenda
18017;Cível
18024;Cível
18025;Cível
18030;Cível
18034;Cível
18035;Cível
18043;Cível
18045;Cível
18046;Cível
18052;Cível
18053;Cível
18059;Cível
18070;Cível
18074;Cível
18075;Cível
18076;Cível
18077;Cível
18081;Geral
18299;Criminal
18554;Execução Fiscal
18555;Criminal
6629;Geral
6659;Cível
6665;Cível
6668;Execução Fiscal
6693;Cível
6694;Geral
6719;Geral
6730;Criminal
6746;Cível
6779;Cível
6795;Geral
6797;Criminal
6836;Geral
6846;Cível
6847;Cível
6849;Cível
6858;Execução Fiscal
6863;Cível
6889;Criminal
6914;Cível
6915;Criminal
6918;Cível
6919;Cível
6920;Cível
6922;Cível
6924;Geral
6926;Cível
6929;Cível
6933;Geral
6938;Geral
6944;Cível
6948;Criminal
6953;Criminal
6958;Execução Fiscal
6963;Execução Fiscal
6964;Execução Fiscal
6971;Cível
6973;Execução Fiscal
6980;Cível
6988;Cível
6997;Geral
7003;Geral
7005;Geral
7013;Geral
7017;Geral
7023;Geral
7026;Cível
7030;Geral
7031;Geral
7037;Criminal
7050;Geral
7053;Cível
70546;Fazenda
7055;Cível
70554;Execução Fiscal
70565;Geral
70592;Cível
70593;Cível
70594;Cível
70595;Cível
70596;Cível
70619;Cível
7062;Criminal
70620;Cível
70622;Cível
70628;Cível
7063;Cível
70636;Cível
70637;Criminal
70638;Cível
70641;Cível
70642;Cível
70643;Cível
70644;Cível
70646;Cível
70647;Cível
7065;Cível
70650;Cível
70651;Cível
70652;Cível
70653;Cível
70654;Cível
70655;Cível
70656;Cível
7066;Geral
70665;Cível
70667;Cível
70668;Cível
7067;Criminal
7068;Cível
7069;Geral
7072;Cível
7075;Cível
7080;Geral
7081;Criminal
7085;Cível
7099;Geral
7108;Cível
7109;Geral
7111;Fazenda
7112;Cível
7113;Geral
7115;Geral
7116;Criminal
7124;Geral
7126;Cível
7132;Geral
7133;Cível
7134;Geral
7139;Geral
7144;Cível
7145;Geral
7146;Cível
7151;Geral
7153;Geral
7167;Geral
7173;Criminal
7191;Criminal
7203;Criminal
7243;Criminal
72672;Execução Fiscal
72681;Cível
72686;Criminal
72687;Criminal
72690;Criminal
72691;Criminal
7336;Fazenda
7351;Geral
7361;Cível
7362;Geral
7367;Cível
7369;Cível
7396;Cível
7399;Cível
7405;Cível
7411;Criminal
7412;Fazenda
7417;Criminal
7420;Geral
7425;Geral
7426;Cível
7428;Fazenda
7431;Geral
7434;Geral
7441;Geral
7442;Execução Fiscal
7451;Execução Fiscal
74526;Geral
74533;Cível
74534;Cível
7454;Geral
7457;Cível
7460;Cível
7463;Cível
7473;Criminal
7479;Geral
7486;Cível
7489;Cível
7513;Geral
7539;Criminal
7544;Cível
7549;Cível
7560;Geral
7561;Geral
7563;Geral
7572;Geral
7573;Geral
7575;Criminal
7578;Geral
7581;Cível
7596;Criminal
7603;Geral
7611;Criminal
7612;Geral
7615;Geral
7619;Cível
7620;Juizados Cíveis
7628;Cível
7632;Geral
7635;Criminal
7640;Geral
7648;Geral
7655;Cível
7661;Geral
7668;Cível
7693;Geral
7698;Cível
7699;Geral
7704;Criminal
7707;Geral
7709;Cível
7713;Geral
7714;Geral
7715;Execução Fiscal
7716;Geral
7718;Geral
7719;Geral
7721;Cível
7733;Criminal
7738;Criminal
7739;Cível
7744;Geral
7750;Cível
77838;Geral
77997;Criminal
78004;Criminal
78045;Criminal
78056;Criminal
78063;Geral
78795;Geral
78796;Geral
79664;Geral
80016;Geral
80832;Juizados Cíveis
8779;Geral
8780;Geral
9175;Cível
11223;Geral
11247;Geral
11249;Geral
11253;Geral
11264;Geral
11266;Geral
11267;Geral
11268;Geral
11273;Geral
11277;Geral
11285;Geral
11286;Trabalho
11287;Cível
11288;Trabalho
11289;Geral
11290;Cível
11291;Geral
11292;Geral
11293;Trabalho
11294;Trabalho
11295;Trabalho
11296;Geral
11297;Geral
11298;Geral
11299;Trabalho
11300;Geral
11302;Geral
11304;Geral
11305;Geral
11306;Geral
11307;Trabalho
11308;Geral
11310;Geral
11311;Geral
11312;Cível
11313;Geral
11315;Geral
11316;Geral
11317;Geral
11318;Geral
11319;Geral
11320;Geral
11321;Geral
11322;Geral
11323;Geral
11324;Geral
11331;Geral
11332;Trabalho
11333;Trabalho
11334;Geral
11335;Cível
11336;Criminal
11337;Geral
11338;Trabalho
11339;Criminal
11340;Cível
11341;Geral
11342;Geral
11343;Geral
11344;Criminal
11345;Criminal
11347;Execução Fiscal
11348;Cível
11349;Cível
11350;Geral
11351;Geral
11353;Criminal
11354;Criminal
11357;Criminal
11358;Familia
11359;Familia
11648;Geral
11731;Geral
11733;Geral
12998;Criminal
14059;Cível
14060;Cível
14061;Familia
14062;Familia
16536;Criminal
17413;Cível
17416;Geral
17419;Geral
17422;Geral
17927;Geral
17933;Trabalho
17942;Cível
17943;Cível
5327;Trabalho
5334;Cível
5342;Cível
5344;Execução Fiscal
5348;Execução Fiscal
5356;Criminal
5380;Criminal
5387;Criminal
5389;Criminal
5394;Criminal
5396;Criminal
5402;Criminal
5427;Familia
5445;Familia
6090;Cível
6091;Trabalho
6093;Cível
6096;Cível
6099;Trabalho
64590;Cível
64591;Cível
64592;Cível
64599;Cível
64601;Criminal
64602;Criminal
64603;Criminal
64604;Criminal
64605;Criminal
64606;Criminal
6825;Cível
6827;Trabalho
6848;Cível
6855;Cível
6857;Cível
6864;Juizados Cíveis
6891;Cível
6896;Juizados Cíveis
6899;Cível
6905;Juizados Cíveis
6907;Juizados Cíveis
6909;Cível
6975;Cível
6993;Geral
6996;Geral
7001;Cível
7011;Geral
7018;Cível
7020;Juizados Cíveis
7024;Cível
7028;Cível
7032;Geral
7045;Geral
72282;Cível
72283;Geral
72284;Cível
74664;Criminal
7847;Geral
78725;Cível
80272;Criminal
80273;Criminal
81185;Geral
10981;Cível
10983;Cível
10991;Cível
10995;Cível
11006;Cível
11017;Fazenda
11018;Fazenda
11019;Fazenda
11020;Fazenda
11025;Fazenda
11027;Fazenda
11028;Fazenda
11029;Fazenda
11030;Fazenda
11031;Fazenda
11032;Fazenda
11033;Fazenda
11034;Fazenda
11035;Fazenda
11036;Cível
11037;Cível
11038;Cível
11039;Cível
11040;Cível
11042;Fazenda
11043;Fazenda
11044;Fazenda
11045;Fazenda
11050;Fazenda
11051;Fazenda
11052;Fazenda
11054;Fazenda
11055;Fazenda
11056;Fazenda
11057;Fazenda
11068;Fazenda
11069;Fazenda
11071;Fazenda
11072;Fazenda
11074;Fazenda
11075;Fazenda
13592;Fazenda
13685;Fazenda
14318;Geral
16266;Geral
16423;Fazenda
16449;Cível
18121;Fazenda
27092;Fazenda
27115;Fazenda
27118;Fazenda
74271;Geral
74442;Fazenda
78443;Geral
8874;Cível
8913;Fazenda
8939;Criminal
8977;Cível
8986;Cível
9031;Cível
9070;Cível
9096;Cível
9115;Fazenda
9120;Geral
9163;Geral
9204;Cível
9206;Cível
9210;Cível
9214;Cível
9226;Criminal
11839;Cível
63374;Execução Fiscal
63494;Criminal
7136;Cível
7183;Cível
7194;Criminal
7196;Criminal
7215;Cível
7248;Cível
7267;Geral
7271;Cível
7272;Cível
7286;Cível
7288;Cível
7293;Cível
7358;Criminal
7388;Geral
7484;Cível
7491;Cível
7510;Cível
7511;Cível
7529;Cível
7597;Cível
7613;Cível
7637;Cível
7643;Cível
7645;Criminal
7653;Criminal
7656;Cível
7685;Criminal
7689;Geral
7695;Cível
7702;Cível
7712;Geral
7743;Cível
7752;Cível
7760;Cível
7764;Cível
7769;Cível
7791;Cível
7798;Geral
7802;Execução Fiscal
7803;Geral
7824;Cível
7846;Cível
7854;Cível
7860;Cível
7873;Cível
7874;Cível
7877;Cível
7894;Cível
7903;Criminal
7960;Cível
7994;Criminal
8004;Cível
8005;Criminal
8038;Cível
8092;Geral
11082;Fazenda
11083;Juizados Cíveis
11084;Fazenda
11085;Fazenda
11086;Fazenda
11087;Fazenda
11088;Fazenda
11089;Fazenda
11093;Juizados Cíveis
11094;Fazenda
11102;Fazenda
11109;Fazenda
12925;Criminal
13275;Criminal
13277;Fazenda
13282;Cível
13283;Cível
13284;Cível
13285;Cível
13286;Cível
13288;Cível
13289;Cível
13290;Cível
13291;Cível
13292;Cível
13293;Cível
13294;Criminal
13296;Fazenda
13297;Fazenda
13298;Fazenda
17460;Juizados Cíveis
17461;Juizados Cíveis
18352;Juizados Cíveis
18408;Fazenda
4439;Cível
4705;Cível
4709;Cível
4712;Cível
4716;Cível
4719;Cível
4724;Cível
4725;Cível
4726;Cível
4729;Cível
4731;Cível
4733;Cível
4738;Cível
4741;Cível
4743;Cível
4744;Cível
4747;Cível
4764;Cível
4765;Cível
4766;Cível
4767;Cível
4768;Fazenda
4778;Cível
4815;Criminal
4816;Criminal
5153;Cível
51693;Cível
51694;Cível
51695;Cível
53356;Cível
53357;Cível
53358;Cível
53359;Cível
53360;Cível
53361;Cível
53362;Criminal
53363;Criminal
53364;Cível
53365;Cível
53366;Criminal
53367;Cível
53368;Cível
53369;Cível
53370;Cível
53372;Cível
53373;Cível
5614;Cível
5629;Cível
5636;Criminal
5642;Cível
5650;Cível
5669;Cível
5694;Cível
5697;Cível
5701;Cível
5705;Cível
5713;Fazenda
5768;Criminal
5770;Criminal
5773;Criminal
5815;Cível
5827;Criminal
5829;Cível
5830;Geral
5831;Geral
5834;Geral
5837;Cível
5841;Geral
5844;Geral
5847;Geral
5848;Geral
5850;Geral
5853;Geral
5855;Geral
5857;Cível
5873;Geral
5875;Geral
5877;Cível
5880;Cível
5881;Cível
5887;Criminal
5889;Execução Fiscal
5892;Fazenda
5894;Geral
5896;Cível
5965;Cível
5966;Geral
5967;Cível
5970;Geral
5971;Geral
5972;Geral
5973;Geral
5975;Geral
5976;Geral
5977;Geral
5978;Geral
5979;Geral
5980;Geral
5981;Geral
5983;Geral
5985;Geral
5986;Geral
5987;Geral
5988;Geral
5990;Geral
5991;Geral
5992;Cível
5993;Geral
5994;Geral
5995;Geral
5996;Geral
5998;Cível
6001;Geral
6002;Geral
6003;Cível
6004;Cível
6005;Criminal
6555;Criminal
75496;Juizados Cíveis
75497;Juizados Cíveis
76591;Geral
76592;Geral
76593;Geral
76594;Geral
76595;Geral
76605;Geral
76606;Geral
76607;Geral
76608;Geral
76609;Geral
76610;Geral
76611;Geral
76612;Geral
76613;Geral
76614;Geral
76667;Geral
76668;Geral
76669;Geral
76670;Geral
76671;Geral
76672;Geral
76673;Geral
76674;Geral
76675;Geral
76676;Geral
76680;Geral
76681;Geral
76682;Geral
76683;Geral
76684;Geral
76685;Geral
76686;Geral
76687;Juizados Cíveis
76745;Fazenda
76746;Cível
76972;Fazenda
77156;Criminal
77157;Criminal
77158;Criminal
77159;Criminal
77160;Criminal
77161;Criminal
77162;Criminal
77163;Criminal
77164;Criminal
77165;Criminal
77166;Criminal
77167;Criminal
77168;Criminal
77169;Criminal
77170;Criminal
77266;Cível
77267;Cível
77268;Cível
77269;Fazenda
77270;Execução Fiscal
77271;Execução Fiscal
77272;Execução Fiscal
77273;Execução Fiscal
77274;Execução Fiscal
77275;Execução Fiscal
77276;Cível
77277;Cível
77278;Cível
77279;Cível
77280;Cível
78559;Fazenda
78887;Cível
79112;Cível
79113;Cível
79114;Geral
79115;Geral
79116;Geral
79118;Geral
79119;Cível
79120;Cível
12999;Geral
13324;Cível
13325;Cível
13326;Cível
13327;Geral
13931;Juizados Cíveis
16561;Cível
16562;Cível
16566;Cível
16567;Cível
16568;Criminal
16571;Criminal
16572;Cível
16574;Cível
16575;Cível
16576;Cível
16577;Cível
16578;Criminal
16579;Cível
16580;Criminal
16581;Cível
16582;Criminal
16583;Cível
16584;Cível
17466;Criminal
17836;Cível
17876;Geral
18260;Criminal
2792;Cível
3346;Cível
3349;Cível
3356;Cível
3358;Cível
3420;Cível
3421;Cível
3422;Cível
3423;Cível
3424;Criminal
3425;Criminal
3426;Cível
3427;Cível
3429;Cível
3430;Cível
3431;Cível
3432;Criminal
3433;Criminal
3434;Cível
3435;Cível
3436;Cível
3437;Cível
3438;Criminal
3439;Cível
3440;Criminal
3441;Execução Fiscal
3442;Criminal
3443;Cível
3444;Cível
3445;Cível
3446;Criminal
3447;Cível
3448;Cível
3449;Cível
3450;Criminal
3451;Criminal
3452;Cível
3453;Cível
3454;Geral
3455;Criminal
3456;Cível
3457;Cível
3458;Criminal
3459;Cível
3460;Geral
3461;Geral
3462;Geral
3463;Geral
3464;Geral
3465;Cível
3466;Geral
3467;Geral
3468;Geral
3469;Cível
3470;Geral
3472;Geral
3473;Criminal
3474;Geral
3475;Criminal
3476;Geral
3477;Cível
3478;Geral
3479;Geral
3480;Geral
3481;Geral
3482;Cível
4440;Cível
4441;Cível
4442;Cível
4443;Cível
4444;Cível
4445;Criminal
4446;Criminal
4447;Criminal
4448;Cível
4449;Criminal
4450;Criminal
4451;Criminal
4453;Criminal
4456;Juizados Cíveis
4457;Juizados Cíveis
4458;Criminal
4460;Juizados Cíveis
4463;Cível
4464;Execução Fiscal
4465;Execução Fiscal
12786;Criminal
12910;Geral
13674;Criminal
16548;Juizados Cíveis
18099;Criminal
2763;Geral
2764;Fazenda
2765;Cível
2766;Cível
2767;Cível
2768;Cível
2769;Geral
2770;Fazenda
2772;Criminal
2773;Criminal
2774;Criminal
2775;Criminal
2776;Cível
2777;Cível
2778;Cível
2779;Criminal
2780;Geral
2781;Geral
2782;Geral
2783;Geral
2784;Geral
2785;Geral
72046;Cível
72047;Cível
76559;Criminal
11326;Cível
11736;Geral
13181;Juizados Cíveis
13391;Execução Fiscal
16183;Cível
17269;Geral
17469;Cível
17473;Geral
17476;Juizados Cíveis
17487;Cível
2853;Geral
2863;Geral
2864;Geral
2870;Geral
2887;Execução Fiscal
2888;Geral
2910;Geral
2924;Geral
2952;Cível
2953;Geral
2954;Cível
2959;Geral
2960;Cível
2967;Geral
2969;Cível
2972;Geral
2989;Cível
2994;Geral
3001;Geral
3003;Geral
3021;Geral
3033;Geral
3052;Cível
3058;Geral
3064;Geral
3069;Criminal
3072;Geral
3093;Cível
3101;Geral
3105;Geral
3108;Geral
3111;Cível
3112;Geral
3117;Cível
3130;Geral
3137;Geral
3149;Execução Fiscal
3156;Execução Fiscal
3163;Geral
3179;Geral
3185;Geral
3187;Geral
3188;Geral
3196;Cível
3205;Cível
3210;Cível
3216;Cível
3241;Geral
3260;Cível
3267;Cível
3271;Cível
3284;Geral
3288;Cível
3289;Cível
3294;Cível
3298;Execução Fiscal
3300;Cível
3301;Geral
3310;Cível
3320;Cível
3322;Geral
3323;Cível
3324;Cível
3327;Cível
3336;Cível
3338;Geral
3340;Geral
3342;Geral
3344;Cível
3345;Cível
3347;Cível
3348;Execução Fiscal
3362;Geral
3364;Cível
3365;Execução Fiscal
3366;Cível
3367;Cível
3368;Cível
3369;Cível
3375;Geral
3382;Geral
3386;Cível
3387;Cível
3388;Cível
3389;Cível
3390;Cível
3391;Cível
3392;Cível
3393;Cível
3395;Cível
3396;Cível
3397;Cível
3398;Cível
3399;Cível
3400;Cível
3401;Cível
3402;Cível
3413;Cível
3415;Execução Fiscal
3654;Geral
3665;Criminal
3677;Geral
3687;Geral
3690;Cível
3740;Geral
3742;Cível
3752;Geral
3759;Geral
3774;Execução Fiscal
3793;Cível
3802;Cível
3810;Cível
3821;Cível
3825;Cível
3835;Cível
3839;Cível
3841;Cível
3843;Cível
3848;Cível
3850;Criminal
3853;Criminal
3854;Cível
3861;Cível
3863;Execução Fiscal
3864;Cível
3866;Cível
3870;Geral
3872;Cível
3882;Geral
3884;Execução Fiscal
3888;Cível
3921;Cível
3947;Cível
3958;Cível
3966;Geral
3973;Geral
3983;Geral
3987;Execução Fiscal
3988;Cível
3994;Cível
4002;Geral
4008;Juizados Cíveis
4053;Geral
4054;Cível
4059;Cível
4066;Cível
4098;Geral
4161;Cível
4180;Cível
4183;Cível
4188;Cível
4200;Geral
75423;Cível
77703;Cível
77704;Execução Fiscal
9177;Cível
9178;Cível
9243;Cível
11679;Criminal
11682;Cível
11865;Geral
11870;Criminal
12734;Criminal
12735;Criminal
12814;Criminal
13109;Criminal
13146;Criminal
13156;Criminal
13358;Cível
13381;Execução Fiscal
13810;Geral
13811;Geral
13815;Cível
13817;Cível
13818;Criminal
13820;Cível
13821;Cível
13822;Cível
13892;Geral
13894;Cível
13895;Criminal
13908;Criminal
13910;Criminal
13919;Cível
13920;Criminal
13922;Criminal
13923;Cível
13934;Criminal
13935;Criminal
13959;Criminal
14085;Criminal
14086;Cível
14099;Cível
14100;Cível
14113;Geral
14123;Execução Fiscal
14163;Cível
14164;Criminal
14165;Geral
16945;Cível
16946;Cível
16947;Fazenda
17005;Cível
17006;Cível
17007;Cível
17013;Cível
17505;Cível
17508;Juizados Cíveis
17510;Execução Fiscal
17528;Cível
18399;Cível
18400;Cível
18401;Criminal
18432;Cível
4262;Cível
4267;Cível
4372;Cível
4536;Geral
4547;Geral
4566;Geral
4577;Cível
4582;Geral
4598;Cível
4601;Cível
4618;Cível
4630;Geral
4673;Geral
4677;Cível
4690;Geral
4704;Geral
4730;Geral
4734;Geral
4737;Cível
4739;Geral
4745;Geral
4748;Criminal
4751;Geral
4771;Cível
4774;Cível
4775;Geral
5581;Geral
5594;Geral
5610;Cível
5616;Geral
5618;Geral
5628;Geral
5633;Geral
5643;Cível
5649;Cível
5653;Geral
5657;Cível
5658;Cível
5665;Cível
5673;Cível
5681;Cível
5689;Cível
5693;Criminal
5698;Criminal
5700;Cível
5703;Criminal
5707;Geral
5709;Geral
5728;Geral
5732;Geral
5738;Geral
5739;Cível
5747;Cível
5751;Criminal
5759;Geral
5765;Geral
5771;Geral
5776;Cível
5781;Geral
5783;Cível
5784;Cível
5785;Geral
5787;Cível
5791;Criminal
5793;Cível
5795;Criminal
5801;Criminal
5805;Criminal
5812;Fazenda
5835;Criminal
5840;Cível
5842;Cível
5846;Cível
5849;Criminal
5852;Criminal
5856;Criminal
5863;Geral
5867;Fazenda
5868;Geral
5876;Cível
5879;Geral
5883;Geral
5886;Geral
5888;Cível
5891;Geral
5897;Cível
5898;Geral
5901;Cível
5905;Cível
5912;Cível
5919;Cível
5922;Cível
5923;Cível
5924;Cível
5926;Cível
5929;Cível
5930;Criminal
5933;Cível
5934;Criminal
5937;Cível
5941;Cível
5944;Cível
5945;Cível
5947;Geral
5949;Cível
5951;Cível
5952;Geral
5955;Cível
5957;Cível
5961;Cível
5962;Cível
5963;Cível
6216;Criminal
6226;Cível
6228;Geral
6231;Cível
6232;Geral
6234;Cível
6237;Cível
6238;Criminal
6239;Cível
6240;Criminal
6242;Criminal
6243;Cível
6245;Cível
6247;Cível
6251;Execução Fiscal
6252;Criminal
6253;Criminal
6255;Fazenda
6267;Criminal
6270;Cível
6272;Cível
6274;Cível
6275;Cível
6276;Cível
6278;Cível
6280;Criminal
6281;Criminal
6284;Criminal
6294;Cível
6314;Cível
74569;Cível
74570;Cível
76481;Criminal
77145;Cível
77977;Cível
79445;Geral
81425;Execução Fiscal
8216;Cível
8217;Cível
8218;Cível
8219;Criminal
8220;Criminal
8222;Fazenda
8235;Cível
8236;Cível
8237;Criminal
8238;Cível
8239;Cível
8240;Criminal
8241;Cível
8242;Cível
8244;Criminal
8246;Cível
8247;Cível
8250;Cível
8252;Cível
8254;Cível
8259;Cível
8263;Cível
8265;Criminal
8266;Cível
8267;Cível
8268;Criminal
8269;Criminal
8270;Execução Fiscal
8272;Cível
8273;Cível
8276;Cível
8278;Criminal
8279;Criminal
8281;Fazenda
8282;Cível
8881;Cível
8955;Cível
8963;Cível
8973;Cível
11701;Cível
11850;Criminal
13691;Criminal
13788;Criminal
14408;Criminal
16868;Execução Fiscal
17047;Cível
17048;Cível
18003;Geral
18123;Cível
18124;Cível
18130;Geral
18132;Geral
18143;Geral
18144;Geral
18145;Geral
18146;Geral
18149;Geral
18152;Geral
18154;Geral
18157;Geral
18158;Geral
18159;Geral
18160;Geral
18161;Geral
18163;Geral
18164;Geral
18166;Geral
18171;Geral
18173;Geral
18177;Geral
18179;Geral
18228;Criminal
18370;Geral
18412;Geral
27836;Cível
27842;Cível
27843;Cível
27844;Cível
27845;Cível
27846;Criminal
27847;Cível
27848;Cível
27849;Cível
27850;Cível
27851;Cível
48145;Criminal
53286;Cível
71971;Criminal
72106;Geral
73008;Criminal
78561;Geral
78670;Criminal
78789;Geral
78793;Geral
81743;Criminal
8327;Cível
8328;Cível
8329;Cível
8330;Cível
8331;Cível
8332;Cível
8333;Cível
8334;Cível
8335;Cível
8336;Cível
8337;Cível
8338;Cível
8339;Cível
8340;Cível
8343;Cível
8344;Juizados Cíveis
8345;Execução Fiscal
8349;Criminal
8355;Criminal
8358;Criminal
8359;Criminal
8361;Cível
8362;Criminal
8365;Criminal
8366;Cível
8367;Criminal
8368;Criminal
8370;Criminal
8372;Cível
8373;Criminal
8374;Cível
8375;Geral
8376;Cível
8377;Cível
8378;Cível
8379;Cível
8380;Cível
8382;Criminal
8384;Geral
8388;Geral
8391;Geral
8398;Geral
8404;Criminal
8417;Cível
8423;Cível
8433;Criminal
8447;Cível
8457;Geral
8466;Geral
8478;Criminal
8481;Cível
8489;Cível
8498;Cível
8506;Criminal
8507;Cível
8510;Cível
8514;Cível
8521;Criminal
8523;Geral
8528;Geral
8529;Criminal
8552;Geral
8557;Criminal
8565;Geral
8573;Geral
8577;Cível
8579;Geral
8582;Criminal
8587;Cível
8588;Criminal
8595;Geral
8598;Cível
8602;Geral
8603;Criminal
8607;Cível
8609;Geral
8618;Geral
8621;Cível
8629;Geral
8630;Criminal
8635;Cível
8638;Geral
8643;Criminal
8653;Geral
8659;Geral
8663;Criminal
8673;Geral
8678;Geral
8719;Cível
10416;Criminal
10559;Cível
10564;Cível
17582;Cível
17587;Geral
18302;Geral
33640;Geral
33641;Geral
33644;Geral
33645;Geral
33646;Geral
33647;Geral
33648;Geral
33649;Geral
33650;Geral
33651;Geral
3956;Cível
3970;Cível
4274;Criminal
4277;Fazenda
4280;Fazenda
4284;Juizados Cíveis
4296;Cível
4309;Cível
4312;Criminal
4314;Cível
4322;Cível
4326;Cível
4328;Criminal
4337;Geral
4341;Cível
4346;Cível
4362;Cível
4365;Cível
5155;Cível
5157;Cível
5158;Criminal
5159;Criminal
5160;Criminal
5163;Cível
5170;Cível
5171;Fazenda
5173;Cível
5174;Criminal
5178;Cível
5179;Criminal
5184;Cível
5185;Criminal
5189;Cível
5195;Cível
5196;Criminal
5198;Cível
5202;Juizados Cíveis
5209;Cível
5213;Cível
5220;Cível
5222;Criminal
5258;Cível
5268;Cível
5278;Execução Fiscal
5284;Criminal
5287;Execução Fiscal
5289;Criminal
5292;Cível
5299;Cível
5349;Cível
5351;Criminal
5432;Geral
5436;Geral
5444;Geral
5455;Geral
5465;Geral
5470;Criminal
5481;Geral
5487;Geral
5491;Geral
5496;Geral
5499;Geral
5509;Geral
5512;Geral
5518;Geral
5521;Geral
