cod_orgao_julg;Atuacao_Vara
18852;Trabalho
18853;Trabalho
18854;Trabalho
18855;Trabalho
18857;Trabalho
18858;Trabalho
18859;Trabalho
18860;Trabalho
18861;Trabalho
18862;Trabalho
18863;Trabalho
18864;Trabalho
18865;Trabalho
18866;Trabalho
18867;Trabalho
18868;Trabalho
18869;Trabalho
18870;Trabalho
18871;Trabalho
18872;Trabalho
18873;Trabalho
18874;Trabalho
18875;Trabalho
18876;Trabalho
18877;Trabalho
18878;Trabalho
18879;Trabalho
18880;Trabalho
18881;Trabalho
18882;Trabalho
18883;Trabalho
18884;Trabalho
18885;Trabalho
18886;Trabalho
18887;Trabalho
18888;Cível
18889;Trabalho
18890;Trabalho
18891;Trabalho
18892;Trabalho
18893;Trabalho
18894;Trabalho
18895;Trabalho
18896;Trabalho
18897;Trabalho
18898;Trabalho
18899;Trabalho
18900;Trabalho
18901;Trabalho
18902;Trabalho
18903;Trabalho
18904;Trabalho
18905;Trabalho
18906;Trabalho
18907;Trabalho
18908;Trabalho
18909;Trabalho
18910;Trabalho
18911;Trabalho
18912;Trabalho
18913;Trabalho
18914;Trabalho
18915;Cível
18916;Trabalho
18917;Trabalho
18918;Trabalho
18919;Trabalho
18920;Trabalho
18921;Trabalho
18922;Trabalho
18923;Trabalho
18924;Trabalho
18925;Trabalho
18926;Trabalho
18927;Trabalho
18928;Trabalho
18929;Trabalho
18930;Trabalho
18931;Trabalho
18932;Trabalho
18933;Trabalho
18934;Trabalho
18935;Trabalho
18936;Trabalho
18937;Trabalho
18938;Trabalho
18939;Trabalho
18940;Trabalho
18941;Trabalho
18942;Trabalho
18943;Trabalho
18944;Trabalho
18945;Trabalho
18946;Trabalho
20222;Trabalho
20223;Trabalho
70840;Trabalho
74257;Trabalho
75482;Trabalho
76710;Trabalho
79537;Trabalho
79700;Trabalho
81418;Trabalho
81419;Trabalho
81917;Trabalho
19601;Trabalho
19602;Trabalho
19603;Trabalho
19604;Trabalho
19605;Trabalho
19606;Trabalho
19607;Trabalho
19608;Trabalho
19609;Trabalho
19610;Trabalho
19611;Trabalho
19612;Trabalho
19613;Trabalho
19614;Trabalho
19615;Trabalho
19616;Trabalho
19617;Trabalho
19618;Trabalho
19619;Trabalho
19620;Trabalho
19621;Trabalho
19622;Trabalho
19623;Trabalho
19624;Trabalho
19625;Trabalho
19626;Trabalho
19628;Trabalho
19629;Trabalho
19630;Trabalho
22230;Trabalho
22231;Trabalho
22232;Trabalho
22233;Trabalho
22234;Trabalho
22235;Trabalho
22237;Trabalho
22239;Trabalho
22246;Trabalho
22247;Trabalho
22248;Trabalho
22249;Trabalho
22250;Trabalho
22251;Trabalho
22252;Trabalho
22253;Trabalho
22254;Trabalho
22255;Trabalho
22256;Trabalho
22257;Trabalho
22258;Trabalho
22259;Trabalho
22260;Trabalho
22261;Trabalho
22262;Trabalho
22263;Trabalho
22264;Trabalho
22265;Trabalho
22266;Trabalho
22267;Trabalho
22268;Trabalho
22269;Trabalho
22851;Trabalho
77738;Trabalho
78892;Trabalho
82110;Trabalho
82115;Trabalho
29262;Trabalho
29263;Trabalho
29264;Trabalho
29265;Trabalho
29266;Trabalho
29267;Trabalho
29268;Trabalho
29269;Trabalho
29270;Trabalho
29271;Trabalho
29272;Trabalho
29273;Trabalho
29274;Trabalho
29275;Trabalho
29276;Trabalho
29277;Trabalho
29278;Trabalho
29279;Trabalho
29280;Trabalho
29281;Trabalho
29282;Trabalho
29283;Trabalho
29284;Trabalho
29285;Trabalho
29286;Trabalho
29287;Trabalho
29288;Trabalho
29289;Trabalho
29290;Trabalho
29291;Trabalho
29292;Trabalho
29293;Trabalho
29294;Trabalho
29295;Trabalho
29296;Trabalho
29297;Trabalho
29298;Trabalho
29299;Trabalho
29300;Trabalho
29301;Trabalho
29302;Trabalho
29303;Trabalho
29304;Trabalho
29305;Trabalho
29306;Trabalho
29307;Trabalho
29308;Trabalho
29309;Trabalho
29310;Trabalho
29311;Trabalho
29313;Trabalho
29314;Trabalho
29315;Trabalho
29316;Trabalho
29317;Trabalho
29318;Trabalho
29319;Trabalho
29321;Trabalho
29322;Trabalho
29323;Trabalho
78504;Trabalho
47202;Trabalho
47203;Trabalho
47204;Trabalho
47205;Trabalho
47206;Trabalho
47207;Trabalho
47208;Trabalho
47209;Trabalho
47210;Trabalho
47211;Trabalho
47212;Trabalho
47213;Trabalho
47214;Trabalho
47215;Trabalho
47216;Trabalho
47217;Trabalho
47218;Trabalho
47219;Trabalho
47220;Trabalho
47221;Trabalho
47222;Trabalho
47223;Trabalho
47230;Trabalho
47232;Trabalho
47233;Trabalho
47234;Trabalho
47235;Trabalho
47236;Trabalho
29900;Trabalho
29901;Trabalho
29902;Trabalho
29903;Trabalho
29904;Trabalho
29905;Trabalho
29906;Trabalho
29907;Trabalho
29908;Trabalho
29909;Trabalho
29910;Trabalho
29911;Trabalho
29912;Trabalho
29913;Trabalho
29914;Trabalho
29915;Trabalho
29916;Trabalho
29917;Trabalho
29918;Trabalho
29919;Trabalho
29920;Trabalho
29921;Trabalho
29922;Trabalho
29923;Trabalho
29924;Trabalho
29925;Trabalho
29926;Trabalho
29927;Trabalho
29928;Trabalho
29929;Trabalho
29930;Trabalho
29931;Trabalho
29932;Trabalho
29933;Trabalho
29934;Trabalho
29935;Trabalho
29936;Trabalho
29937;Trabalho
29938;Trabalho
29939;Trabalho
29940;Trabalho
29941;Trabalho
29942;Trabalho
29943;Trabalho
29944;Trabalho
29945;Trabalho
29946;Trabalho
29947;Trabalho
29948;Trabalho
29949;Trabalho
29950;Trabalho
29951;Trabalho
29952;Trabalho
29953;Trabalho
29954;Trabalho
29955;Trabalho
29956;Trabalho
29957;Trabalho
29958;Trabalho
29959;Trabalho
29960;Trabalho
29961;Trabalho
29962;Trabalho
29963;Trabalho
29964;Trabalho
29965;Trabalho
29966;Trabalho
29967;Trabalho
29968;Trabalho
29969;Trabalho
29970;Trabalho
29971;Trabalho
29972;Trabalho
29973;Trabalho
29974;Trabalho
29975;Trabalho
29976;Trabalho
29977;Trabalho
29978;Trabalho
29979;Trabalho
29980;Trabalho
29981;Trabalho
29982;Trabalho
29983;Trabalho
29984;Trabalho
29985;Trabalho
29986;Trabalho
29987;Trabalho
29988;Trabalho
29989;Trabalho
29990;Trabalho
29991;Trabalho
29992;Trabalho
29993;Trabalho
29994;Trabalho
29995;Trabalho
29996;Trabalho
29997;Trabalho
29998;Trabalho
29999;Trabalho
30000;Trabalho
30001;Trabalho
30002;Trabalho
30003;Trabalho
30004;Trabalho
30005;Trabalho
30006;Trabalho
30007;Trabalho
30008;Trabalho
30009;Trabalho
30010;Trabalho
30011;Trabalho
30012;Trabalho
30013;Trabalho
30014;Trabalho
30015;Trabalho
30016;Trabalho
30017;Trabalho
30018;Trabalho
30019;Trabalho
30020;Trabalho
30021;Trabalho
30022;Trabalho
30023;Trabalho
30024;Trabalho
30025;Trabalho
30026;Trabalho
30027;Trabalho
30028;Trabalho
30029;Trabalho
30030;Trabalho
30032;Trabalho
30033;Trabalho
30035;Trabalho
30036;Trabalho
30037;Trabalho
30038;Trabalho
30039;Trabalho
30040;Trabalho
30041;Trabalho
30042;Trabalho
30044;Trabalho
30045;Trabalho
30047;Trabalho
30049;Trabalho
30050;Trabalho
30051;Trabalho
30052;Trabalho
30053;Trabalho
30054;Trabalho
30055;Trabalho
30056;Trabalho
30057;Trabalho
30058;Trabalho
30059;Trabalho
30060;Trabalho
30061;Trabalho
30062;Trabalho
30064;Trabalho
30065;Trabalho
30066;Trabalho
30067;Trabalho
30068;Trabalho
30069;Trabalho
30070;Trabalho
30071;Trabalho
30072;Trabalho
30073;Trabalho
30074;Trabalho
30075;Trabalho
30076;Trabalho
30077;Trabalho
30078;Trabalho
30079;Trabalho
30080;Trabalho
30081;Trabalho
30082;Trabalho
30083;Trabalho
30084;Trabalho
30085;Trabalho
30086;Trabalho
30087;Trabalho
30088;Trabalho
30089;Trabalho
30090;Trabalho
30091;Trabalho
30092;Trabalho
30093;Trabalho
30094;Trabalho
30095;Trabalho
30096;Trabalho
30097;Trabalho
30098;Trabalho
30099;Trabalho
30100;Trabalho
30101;Trabalho
30102;Trabalho
30103;Trabalho
30104;Trabalho
30105;Trabalho
30106;Trabalho
30107;Trabalho
30108;Trabalho
30109;Trabalho
30110;Trabalho
30111;Trabalho
30112;Trabalho
30113;Trabalho
30114;Trabalho
30116;Trabalho
30118;Trabalho
30121;Trabalho
30122;Trabalho
30123;Trabalho
30124;Trabalho
30125;Trabalho
30127;Trabalho
30133;Trabalho
30134;Trabalho
30135;Trabalho
30136;Trabalho
30141;Trabalho
30145;Trabalho
30150;Trabalho
30158;Trabalho
30160;Trabalho
30161;Trabalho
30162;Trabalho
30163;Trabalho
30164;Trabalho
30165;Trabalho
30166;Trabalho
30167;Trabalho
30169;Trabalho
30172;Trabalho
30173;Trabalho
30174;Trabalho
30175;Trabalho
30176;Trabalho
30177;Trabalho
30181;Trabalho
30185;Trabalho
30186;Trabalho
30190;Trabalho
30195;Trabalho
30196;Trabalho
30198;Trabalho
30200;Trabalho
30203;Trabalho
30205;Trabalho
30215;Trabalho
30262;Trabalho
30265;Trabalho
70799;Trabalho
70800;Trabalho
70801;Trabalho
70802;Trabalho
71107;Trabalho
74247;Trabalho
75469;Trabalho
77626;Trabalho
79192;Trabalho
79266;Trabalho
80059;Trabalho
81191;Trabalho
81192;Trabalho
81547;Trabalho
18567;Trabalho
18568;Trabalho
18569;Trabalho
18570;Trabalho
18571;Trabalho
18572;Trabalho
18573;Trabalho
18574;Trabalho
18575;Trabalho
18576;Trabalho
18577;Trabalho
18578;Trabalho
18579;Trabalho
18580;Trabalho
18581;Trabalho
18590;Trabalho
18593;Trabalho
22274;Trabalho
22275;Trabalho
22276;Trabalho
22277;Trabalho
22278;Trabalho
22279;Trabalho
22280;Trabalho
22281;Trabalho
22282;Trabalho
22283;Trabalho
22284;Trabalho
22285;Trabalho
22286;Trabalho
22287;Trabalho
22288;Trabalho
22289;Trabalho
22290;Trabalho
22291;Trabalho
22292;Trabalho
22293;Trabalho
22294;Trabalho
22295;Trabalho
22296;Trabalho
22297;Trabalho
22298;Trabalho
22299;Trabalho
22300;Trabalho
22301;Trabalho
22302;Trabalho
22303;Trabalho
22304;Trabalho
22305;Trabalho
22306;Trabalho
22310;Trabalho
76598;Trabalho
76599;Trabalho
79550;Trabalho
30300;Trabalho
30301;Trabalho
30302;Trabalho
30303;Trabalho
30304;Trabalho
30305;Trabalho
30306;Trabalho
30307;Trabalho
30308;Trabalho
30309;Trabalho
30310;Trabalho
30311;Trabalho
30312;Trabalho
30656;Trabalho
30657;Trabalho
30658;Trabalho
30659;Trabalho
30660;Trabalho
30661;Trabalho
30662;Trabalho
30663;Trabalho
30676;Trabalho
80048;Trabalho
80049;Trabalho
80050;Trabalho
80051;Trabalho
20789;Trabalho
20790;Trabalho
20791;Trabalho
20792;Trabalho
20793;Trabalho
20794;Trabalho
20797;Trabalho
20812;Trabalho
20813;Trabalho
20814;Trabalho
20815;Trabalho
20816;Trabalho
20817;Trabalho
20818;Trabalho
20819;Trabalho
20820;Trabalho
20821;Trabalho
20822;Trabalho
20823;Trabalho
20824;Trabalho
20825;Trabalho
20826;Trabalho
20827;Trabalho
20828;Trabalho
20829;Trabalho
20830;Trabalho
20831;Trabalho
20832;Trabalho
20833;Trabalho
20834;Trabalho
20835;Trabalho
20836;Trabalho
20837;Trabalho
20838;Trabalho
20839;Trabalho
20840;Trabalho
81803;Trabalho
81809;Trabalho
81810;Trabalho
81812;Trabalho
81814;Trabalho
19135;Trabalho
19136;Trabalho
19137;Trabalho
19138;Trabalho
19139;Trabalho
19140;Trabalho
19141;Trabalho
19142;Trabalho
19143;Trabalho
19144;Trabalho
19145;Trabalho
19147;Trabalho
19148;Trabalho
19149;Trabalho
19150;Trabalho
19151;Trabalho
19153;Trabalho
19154;Trabalho
19155;Trabalho
19156;Trabalho
19158;Trabalho
19159;Trabalho
19160;Trabalho
19161;Trabalho
19162;Trabalho
19163;Trabalho
19164;Trabalho
19165;Trabalho
19166;Trabalho
19167;Trabalho
19168;Trabalho
19169;Trabalho
19170;Trabalho
19171;Trabalho
19172;Trabalho
19173;Trabalho
19174;Trabalho
19175;Trabalho
19176;Trabalho
19177;Trabalho
19178;Trabalho
19179;Trabalho
19180;Trabalho
19181;Trabalho
19182;Trabalho
19183;Trabalho
19184;Trabalho
19185;Trabalho
19186;Trabalho
19187;Trabalho
19188;Trabalho
19189;Trabalho
19190;Trabalho
19191;Trabalho
19192;Trabalho
19193;Trabalho
19194;Trabalho
19195;Trabalho
19196;Trabalho
19197;Trabalho
19198;Trabalho
19199;Trabalho
19200;Trabalho
19201;Trabalho
19202;Trabalho
19203;Trabalho
19204;Trabalho
19205;Trabalho
19206;Trabalho
19207;Trabalho
19208;Trabalho
19209;Trabalho
19210;Trabalho
19212;Trabalho
19213;Trabalho
19214;Trabalho
19215;Trabalho
19216;Trabalho
19217;Trabalho
19218;Trabalho
19219;Trabalho
19220;Trabalho
19221;Trabalho
19222;Trabalho
19223;Trabalho
19224;Trabalho
19225;Trabalho
19226;Trabalho
19227;Trabalho
19228;Trabalho
19229;Trabalho
19230;Trabalho
19231;Trabalho
19232;Trabalho
19233;Trabalho
19234;Trabalho
19235;Trabalho
19236;Trabalho
19237;Trabalho
19238;Trabalho
19239;Trabalho
19240;Trabalho
19241;Trabalho
19242;Trabalho
19243;Trabalho
19244;Trabalho
19245;Trabalho
19246;Trabalho
19247;Trabalho
19248;Trabalho
19249;Trabalho
19250;Trabalho
19251;Trabalho
19252;Trabalho
19253;Trabalho
19254;Trabalho
19255;Trabalho
19256;Trabalho
19257;Trabalho
19258;Trabalho
19259;Trabalho
19260;Trabalho
19261;Trabalho
19262;Trabalho
19263;Trabalho
19264;Trabalho
19265;Trabalho
19266;Trabalho
19267;Trabalho
19268;Trabalho
19269;Trabalho
19270;Trabalho
19271;Trabalho
19272;Trabalho
19273;Trabalho
19274;Trabalho
19275;Trabalho
19276;Trabalho
19277;Trabalho
19278;Trabalho
19279;Trabalho
19280;Trabalho
19281;Trabalho
19282;Trabalho
19283;Trabalho
19284;Trabalho
19285;Trabalho
19286;Trabalho
19287;Trabalho
19288;Trabalho
19289;Trabalho
19290;Trabalho
19291;Trabalho
19292;Trabalho
19295;Trabalho
19297;Trabalho
19298;Trabalho
19299;Trabalho
19301;Trabalho
19302;Trabalho
19303;Trabalho
19306;Trabalho
19307;Trabalho
19308;Trabalho
19309;Trabalho
19310;Trabalho
19313;Trabalho
19314;Trabalho
19315;Trabalho
19316;Trabalho
19317;Trabalho
19318;Trabalho
19320;Trabalho
19321;Trabalho
19322;Trabalho
19323;Trabalho
19324;Trabalho
19325;Trabalho
19326;Trabalho
19327;Trabalho
19328;Trabalho
19330;Trabalho
19332;Trabalho
19333;Trabalho
19334;Trabalho
19335;Trabalho
19336;Trabalho
19338;Trabalho
19339;Trabalho
19340;Trabalho
19341;Trabalho
19342;Trabalho
19343;Trabalho
63984;Trabalho
70798;Trabalho
74389;Trabalho
78491;Trabalho
79486;Trabalho
46877;Trabalho
46878;Trabalho
46879;Trabalho
46880;Trabalho
46881;Trabalho
46883;Trabalho
46884;Trabalho
46885;Trabalho
46886;Trabalho
46887;Trabalho
46888;Trabalho
46889;Trabalho
46891;Trabalho
46892;Trabalho
46893;Trabalho
46894;Trabalho
46895;Trabalho
46896;Trabalho
46897;Trabalho
46898;Trabalho
46899;Trabalho
46900;Trabalho
46901;Trabalho
46902;Trabalho
46903;Trabalho
46904;Trabalho
46905;Trabalho
46906;Trabalho
46907;Trabalho
46908;Trabalho
46909;Trabalho
46910;Trabalho
46911;Trabalho
46912;Trabalho
46913;Trabalho
46914;Trabalho
46915;Trabalho
46916;Trabalho
46917;Trabalho
46918;Trabalho
46919;Trabalho
46920;Trabalho
46921;Trabalho
46922;Trabalho
46923;Trabalho
46924;Trabalho
46925;Trabalho
46926;Trabalho
46927;Trabalho
46928;Trabalho
46929;Trabalho
46930;Trabalho
46931;Trabalho
46932;Trabalho
46933;Trabalho
46934;Trabalho
46935;Trabalho
46936;Trabalho
46937;Trabalho
46938;Trabalho
46939;Trabalho
46940;Trabalho
46941;Trabalho
46942;Trabalho
46943;Trabalho
46944;Trabalho
46945;Trabalho
46946;Trabalho
46947;Trabalho
46948;Trabalho
46949;Trabalho
46950;Trabalho
46951;Trabalho
46952;Trabalho
46953;Trabalho
46954;Trabalho
46955;Trabalho
46956;Trabalho
46957;Trabalho
46958;Trabalho
46959;Trabalho
46960;Trabalho
46961;Trabalho
46962;Trabalho
46963;Trabalho
46964;Trabalho
46965;Trabalho
46966;Trabalho
46967;Trabalho
46968;Trabalho
46969;Trabalho
46970;Trabalho
46971;Trabalho
46972;Trabalho
46973;Trabalho
46974;Trabalho
46975;Trabalho
46976;Trabalho
46977;Trabalho
46978;Trabalho
46979;Trabalho
46980;Trabalho
46981;Trabalho
46982;Trabalho
46983;Trabalho
46984;Trabalho
46986;Trabalho
46987;Trabalho
46989;Trabalho
46990;Trabalho
46991;Trabalho
46992;Trabalho
46993;Trabalho
46994;Trabalho
46995;Trabalho
46996;Trabalho
46997;Trabalho
46998;Trabalho
46999;Trabalho
47000;Trabalho
47001;Trabalho
47002;Trabalho
47003;Trabalho
47004;Trabalho
47005;Trabalho
47006;Trabalho
47007;Trabalho
47008;Trabalho
47009;Trabalho
47010;Trabalho
47011;Trabalho
47012;Trabalho
47013;Trabalho
47014;Trabalho
47015;Trabalho
47016;Trabalho
47017;Trabalho
47018;Trabalho
47019;Trabalho
47020;Trabalho
47021;Trabalho
47022;Trabalho
47023;Trabalho
47025;Trabalho
47027;Trabalho
47029;Trabalho
47030;Trabalho
47031;Trabalho
47032;Trabalho
47033;Trabalho
47037;Trabalho
47040;Trabalho
47041;Trabalho
47043;Trabalho
47044;Trabalho
47046;Trabalho
47049;Trabalho
47052;Trabalho
47054;Trabalho
47055;Trabalho
47056;Trabalho
47057;Trabalho
47058;Trabalho
47059;Trabalho
47061;Trabalho
47062;Trabalho
47064;Trabalho
47066;Trabalho
47067;Trabalho
47068;Trabalho
47071;Trabalho
47072;Trabalho
47074;Trabalho
47075;Trabalho
47176;Trabalho
70797;Trabalho
74379;Trabalho
79434;Trabalho
79478;Trabalho
79479;Trabalho
81282;Trabalho
81283;Trabalho
19957;Trabalho
19958;Trabalho
19959;Trabalho
19960;Trabalho
19961;Trabalho
19962;Trabalho
19963;Trabalho
19964;Trabalho
19965;Trabalho
19966;Trabalho
19967;Trabalho
19968;Trabalho
19969;Trabalho
19970;Trabalho
19971;Trabalho
19972;Trabalho
19973;Trabalho
19974;Trabalho
19975;Trabalho
19976;Trabalho
19977;Trabalho
19978;Trabalho
19979;Trabalho
19980;Trabalho
19981;Trabalho
19982;Trabalho
19984;Trabalho
19985;Trabalho
19986;Trabalho
19987;Trabalho
19988;Trabalho
19989;Trabalho
19990;Trabalho
19991;Trabalho
19992;Trabalho
19993;Trabalho
19994;Trabalho
19995;Trabalho
19996;Trabalho
19997;Trabalho
19998;Trabalho
19999;Trabalho
20000;Trabalho
20001;Trabalho
20002;Trabalho
20003;Trabalho
20004;Trabalho
20005;Trabalho
20006;Trabalho
20007;Trabalho
20008;Trabalho
20009;Trabalho
20010;Trabalho
20011;Trabalho
20012;Trabalho
20013;Trabalho
20014;Trabalho
20015;Trabalho
20016;Trabalho
20017;Trabalho
20018;Trabalho
20019;Trabalho
20020;Trabalho
20021;Trabalho
20022;Trabalho
20023;Trabalho
20024;Trabalho
20025;Trabalho
20026;Trabalho
20027;Trabalho
20028;Trabalho
20029;Trabalho
20030;Trabalho
20032;Trabalho
20033;Trabalho
20034;Trabalho
20035;Trabalho
20036;Trabalho
20037;Trabalho
20038;Trabalho
20039;Trabalho
20040;Trabalho
20041;Trabalho
20042;Trabalho
20043;Trabalho
20044;Trabalho
20045;Trabalho
20047;Trabalho
20048;Trabalho
20049;Trabalho
20051;Trabalho
20053;Trabalho
20054;Trabalho
20056;Trabalho
20057;Trabalho
20058;Trabalho
20061;Trabalho
20062;Trabalho
20063;Trabalho
20066;Trabalho
20067;Trabalho
20070;Trabalho
20071;Trabalho
20072;Trabalho
20073;Trabalho
20118;Geral
27627;Trabalho
78924;Trabalho
81217;Trabalho
20650;Trabalho
20651;Trabalho
20652;Trabalho
20653;Trabalho
20654;Trabalho
20655;Trabalho
20656;Trabalho
20657;Trabalho
20658;Trabalho
20659;Trabalho
20660;Trabalho
20661;Trabalho
20662;Trabalho
20663;Trabalho
20664;Trabalho
20665;Trabalho
20666;Trabalho
20667;Trabalho
20668;Trabalho
20669;Trabalho
20670;Trabalho
20671;Trabalho
20672;Trabalho
20673;Trabalho
20674;Trabalho
20675;Trabalho
20676;Trabalho
20677;Trabalho
20678;Trabalho
20679;Trabalho
20680;Trabalho
20681;Trabalho
20682;Trabalho
20683;Trabalho
20684;Trabalho
20685;Trabalho
20686;Trabalho
20687;Trabalho
20688;Trabalho
20689;Trabalho
20690;Trabalho
20691;Trabalho
20692;Trabalho
20693;Trabalho
20694;Trabalho
20695;Trabalho
20696;Trabalho
20697;Trabalho
20698;Trabalho
20699;Trabalho
20700;Trabalho
20701;Trabalho
20702;Trabalho
20703;Trabalho
20704;Trabalho
20705;Trabalho
20706;Trabalho
20707;Trabalho
20708;Trabalho
20709;Trabalho
20710;Trabalho
20711;Trabalho
20712;Trabalho
20713;Trabalho
20714;Trabalho
20715;Trabalho
20716;Trabalho
20717;Trabalho
20718;Trabalho
20719;Trabalho
20720;Trabalho
20721;Trabalho
20722;Trabalho
20744;Trabalho
20748;Trabalho
20750;Trabalho
20754;Trabalho
20755;Trabalho
20756;Trabalho
20757;Trabalho
20758;Trabalho
20759;Trabalho
20763;Trabalho
74268;Trabalho
74269;Trabalho
74270;Trabalho
77737;Trabalho
79731;Trabalho
80362;Trabalho
35093;Trabalho
50302;Trabalho
50303;Trabalho
50304;Trabalho
50305;Trabalho
50307;Trabalho
50308;Trabalho
50309;Trabalho
50310;Trabalho
50311;Trabalho
50312;Trabalho
50313;Trabalho
50314;Trabalho
50315;Trabalho
50316;Trabalho
50317;Trabalho
50318;Trabalho
50319;Trabalho
50320;Trabalho
50321;Trabalho
50322;Trabalho
50323;Trabalho
50324;Trabalho
50325;Trabalho
50326;Trabalho
50327;Trabalho
50329;Trabalho
50330;Trabalho
50331;Trabalho
50334;Trabalho
50335;Trabalho
50336;Trabalho
50338;Trabalho
50339;Trabalho
50340;Trabalho
50341;Trabalho
50343;Trabalho
50351;Trabalho
50352;Trabalho
50354;Trabalho
50355;Trabalho
50356;Trabalho
50357;Trabalho
50360;Trabalho
50361;Trabalho
50362;Trabalho
50363;Trabalho
50364;Trabalho
79960;Trabalho
81201;Trabalho
20508;Trabalho
20509;Trabalho
20510;Trabalho
20511;Trabalho
20512;Trabalho
20513;Trabalho
20514;Trabalho
20515;Trabalho
20516;Trabalho
20517;Trabalho
20518;Trabalho
20519;Trabalho
20520;Trabalho
20521;Trabalho
20522;Trabalho
20523;Trabalho
20524;Trabalho
20525;Trabalho
20526;Trabalho
20527;Trabalho
20528;Trabalho
20529;Trabalho
20530;Trabalho
20531;Trabalho
20532;Trabalho
20533;Trabalho
20534;Trabalho
20535;Trabalho
20536;Trabalho
20537;Trabalho
20538;Trabalho
20539;Trabalho
20540;Trabalho
20541;Trabalho
20542;Trabalho
20543;Trabalho
20544;Trabalho
20545;Trabalho
20546;Trabalho
20547;Trabalho
20548;Trabalho
20549;Trabalho
20550;Trabalho
20551;Trabalho
20552;Trabalho
20553;Trabalho
20554;Trabalho
20555;Trabalho
20556;Trabalho
20557;Trabalho
20558;Trabalho
20559;Trabalho
20560;Trabalho
20561;Trabalho
20562;Trabalho
20571;Trabalho
20572;Trabalho
20575;Trabalho
20581;Trabalho
20583;Trabalho
20584;Trabalho
20588;Trabalho
20589;Trabalho
20590;Trabalho
20592;Trabalho
67840;Trabalho
72976;Trabalho
76744;Trabalho
79721;Trabalho
20237;Trabalho
20260;Trabalho
20262;Trabalho
20263;Trabalho
20264;Trabalho
20265;Trabalho
20266;Trabalho
20267;Trabalho
20268;Trabalho
20269;Trabalho
20270;Trabalho
20271;Trabalho
20272;Trabalho
20273;Trabalho
20274;Trabalho
20277;Trabalho
20278;Trabalho
20279;Trabalho
20281;Trabalho
20282;Trabalho
20287;Trabalho
20288;Trabalho
20291;Trabalho
20292;Trabalho
20293;Trabalho
20294;Trabalho
20295;Trabalho
20296;Trabalho
20297;Trabalho
20298;Trabalho
20299;Trabalho
20300;Trabalho
20301;Trabalho
20302;Trabalho
20305;Trabalho
20306;Trabalho
20307;Trabalho
20308;Trabalho
20309;Trabalho
20310;Trabalho
20311;Trabalho
20312;Trabalho
20313;Trabalho
20314;Trabalho
20315;Trabalho
20316;Trabalho
20317;Trabalho
20318;Trabalho
20319;Trabalho
20320;Trabalho
20321;Trabalho
20322;Trabalho
20323;Trabalho
20324;Trabalho
20325;Trabalho
20326;Trabalho
20327;Trabalho
20328;Trabalho
20329;Trabalho
20330;Trabalho
20331;Trabalho
20332;Trabalho
20333;Trabalho
20334;Trabalho
20335;Trabalho
20336;Trabalho
20337;Trabalho
20338;Trabalho
20339;Trabalho
20340;Trabalho
20341;Trabalho
20342;Trabalho
20343;Trabalho
20344;Trabalho
20345;Trabalho
20346;Trabalho
20347;Trabalho
20348;Trabalho
20350;Trabalho
20351;Trabalho
20352;Trabalho
20354;Trabalho
20355;Trabalho
20356;Trabalho
20357;Trabalho
20358;Trabalho
20359;Trabalho
20360;Trabalho
20361;Trabalho
20363;Trabalho
20364;Trabalho
20365;Trabalho
20366;Trabalho
20367;Trabalho
20370;Trabalho
20371;Trabalho
20372;Trabalho
20373;Trabalho
20376;Trabalho
20377;Trabalho
20378;Trabalho
20379;Trabalho
20380;Trabalho
20381;Trabalho
20382;Trabalho
20383;Trabalho
20384;Trabalho
20385;Trabalho
20386;Trabalho
20387;Trabalho
20388;Trabalho
20389;Trabalho
20390;Trabalho
20391;Trabalho
20392;Trabalho
20393;Trabalho
20394;Trabalho
20395;Trabalho
71325;Trabalho
71328;Trabalho
72818;Trabalho
